2025-10-06 17:54:38.576 INFO: ===========VERIFYING SETTINGS===========
2025-10-06 17:54:38.578 INFO: MACE version: 0.3.14
2025-10-06 17:54:38.580 INFO: CUDA version: 12.6, CUDA device: 0
2025-10-06 17:54:38.585 INFO: Using foundation model mace-mp-0 small as initial checkpoint.
2025-10-06 17:54:38.722 INFO: CUDA version: 12.6, CUDA device: 0
2025-10-06 17:54:38.728 INFO: ===========LOADING INPUT DATA===========
2025-10-06 17:54:38.729 INFO: Using heads: ['Default']
2025-10-06 17:54:38.730 INFO: Using the key specifications to parse data:
2025-10-06 17:54:38.732 INFO: Default: KeySpecification(info_keys={'energy': 'REF_energy', 'stress': 'REF_stress', 'virials': 'REF_virials', 'dipole': 'dipole', 'head': 'head', 'elec_temp': 'elec_temp', 'total_charge': 'total_charge', 'polarizability': 'polarizability', 'total_spin': 'total_spin'}, arrays_keys={'forces': 'REF_forces', 'charges': 'REF_charges'})
2025-10-06 17:54:38.733 INFO: =============    Processing head Default     ===========
2025-10-06 17:54:39.012 INFO: Training set 1/1 [energy: 361, stress: 361, virials: 0, dipole components: 0, head: 361, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 361, charges: 0]
2025-10-06 17:54:39.016 INFO: Total Training set [energy: 361, stress: 361, virials: 0, dipole components: 0, head: 361, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 361, charges: 0]
2025-10-06 17:54:39.103 INFO: Validation set 1/1 [energy: 90, stress: 90, virials: 0, dipole components: 0, head: 90, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 90, charges: 0]
2025-10-06 17:54:39.105 INFO: Total Validation set [energy: 90, stress: 90, virials: 0, dipole components: 0, head: 90, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 90, charges: 0]
2025-10-06 17:54:39.717 INFO: Test set 1/1 [energy: 816, stress: 816, virials: 0, dipole components: 0, head: 816, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 816, charges: 0]
2025-10-06 17:54:39.724 INFO: Total Test set [energy: 816, stress: 816, virials: 0, dipole components: 0, head: 816, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 816, charges: 0]
2025-10-06 17:54:39.725 INFO: Total number of configurations: train=361, valid=90, tests=[Default_Default: 816],
2025-10-06 17:54:39.733 INFO: Atomic Numbers used: [8, 72]
2025-10-06 17:54:39.734 INFO: Isolated Atomic Energies (E0s) not in training file, using command line argument
2025-10-06 17:54:39.735 INFO: Atomic Energies used (z: eV) for head Default: {8: -443.8224565134432, 72: -1529.4984727695407}
2025-10-06 17:54:39.737 INFO: Processing datasets for head 'Default'
2025-10-06 17:54:41.942 INFO: Combining 1 list datasets for head 'Default'
2025-10-06 17:54:42.506 INFO: Combining 1 list datasets for head 'Default_valid'
2025-10-06 17:54:42.508 INFO: Combined validation datasets for Default
2025-10-06 17:54:42.510 INFO: Head 'Default' training dataset size: 361
2025-10-06 17:54:42.511 INFO: Computing average number of neighbors
2025-10-06 17:54:42.714 INFO: Average number of neighbors: 52.15321958594304
2025-10-06 17:54:42.716 INFO: During training the following quantities will be reported: energy, forces
2025-10-06 17:54:42.717 INFO: ===========MODEL DETAILS===========
2025-10-06 17:54:42.865 INFO: Loading FOUNDATION model
2025-10-06 17:54:42.868 INFO: Using filtered elements: [8, 72]
2025-10-06 17:54:42.869 INFO: Model configuration extracted from foundation model
2025-10-06 17:54:42.870 INFO: Using weighted loss function for fine-tuning
2025-10-06 17:54:42.871 INFO: Message passing with hidden irreps 128x0e)
2025-10-06 17:54:42.873 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2025-10-06 17:54:42.874 INFO: Radial cutoff: 6.0 A (total receptive field for each atom: 12.0 A)
2025-10-06 17:54:42.875 INFO: Distance transform for radial basis functions: None
2025-10-06 17:54:44.077 INFO: Total number of parameters: 362138
2025-10-06 17:54:44.079 INFO: 
2025-10-06 17:54:44.080 INFO: ===========OPTIMIZER INFORMATION===========
2025-10-06 17:54:44.081 INFO: Using ADAM as parameter optimizer
2025-10-06 17:54:44.083 INFO: Batch size: 14
2025-10-06 17:54:44.084 INFO: Using Exponential Moving Average with decay: 0.99
2025-10-06 17:54:44.085 INFO: Number of gradient updates: 12892
2025-10-06 17:54:44.086 INFO: Learning rate: 0.01, weight decay: 5e-07
2025-10-06 17:54:44.087 INFO: WeightedEnergyForcesLoss(energy_weight=1.000, forces_weight=1000.000)
2025-10-06 17:54:44.088 INFO: Converting model to CUEQ for accelerated training
2025-10-06 17:54:44.178 INFO: Creating new model with cuequivariance settings
2025-10-06 17:54:44.543 INFO: Stage Two (after 375 epochs) with loss function: WeightedEnergyForcesLoss(energy_weight=1000.000, forces_weight=100.000), with energy weight : 1000.0, forces weight : 100.0 and learning rate : 0.001
2025-10-06 17:54:44.604 INFO: Using Weights and Biases for logging
2025-10-06 17:54:47.873 INFO: Using gradient clipping with tolerance=10.000
2025-10-06 17:54:47.874 INFO: 
2025-10-06 17:54:47.875 INFO: ===========TRAINING===========
2025-10-06 17:54:47.877 INFO: Started training, reporting errors on validation set
2025-10-06 17:54:47.878 INFO: Loss metrics on validation set
2025-10-06 17:54:48.284 INFO: Initial: head: Default, loss=70.59927628, RMSE_E_per_atom= 7683.88 meV, RMSE_F=  802.74 meV / A
2025-10-06 17:54:50.881 INFO: Epoch 0: head: Default, loss=22.63561939, RMSE_E_per_atom= 6497.96 meV, RMSE_F=  427.64 meV / A
2025-10-06 17:54:53.399 INFO: Epoch 1: head: Default, loss=26.25218734, RMSE_E_per_atom= 6387.13 meV, RMSE_F=  470.80 meV / A
2025-10-06 17:54:55.953 INFO: Epoch 2: head: Default, loss=14.51188476, RMSE_E_per_atom= 5127.54 meV, RMSE_F=  343.31 meV / A
2025-10-06 17:54:58.574 INFO: Epoch 3: head: Default, loss=11.78352746, RMSE_E_per_atom= 4014.57 meV, RMSE_F=  317.19 meV / A
2025-10-06 17:55:01.271 INFO: Epoch 4: head: Default, loss=10.49566472, RMSE_E_per_atom= 3049.52 meV, RMSE_F=  307.60 meV / A
2025-10-06 17:55:03.884 INFO: Epoch 5: head: Default, loss=9.39278218, RMSE_E_per_atom= 2506.62 meV, RMSE_F=  294.23 meV / A
2025-10-06 17:55:06.476 INFO: Epoch 6: head: Default, loss=8.62523136, RMSE_E_per_atom= 2085.80 meV, RMSE_F=  284.41 meV / A
2025-10-06 17:55:09.046 INFO: Epoch 7: head: Default, loss=8.21274121, RMSE_E_per_atom= 1850.01 meV, RMSE_F=  278.71 meV / A
2025-10-06 17:55:11.644 INFO: Epoch 8: head: Default, loss=7.94757909, RMSE_E_per_atom= 1734.00 meV, RMSE_F=  274.45 meV / A
2025-10-06 17:55:14.246 INFO: Epoch 9: head: Default, loss=7.95232130, RMSE_E_per_atom= 1690.85 meV, RMSE_F=  275.01 meV / A
2025-10-06 17:55:16.743 INFO: Epoch 10: head: Default, loss=7.61152980, RMSE_E_per_atom= 1633.77 meV, RMSE_F=  269.15 meV / A
2025-10-06 17:55:19.219 INFO: Epoch 11: head: Default, loss=7.95507749, RMSE_E_per_atom= 1574.32 meV, RMSE_F=  275.56 meV / A
2025-10-06 17:55:21.715 INFO: Epoch 12: head: Default, loss=7.45506339, RMSE_E_per_atom= 1533.31 meV, RMSE_F=  266.82 meV / A
2025-10-06 17:55:24.343 INFO: Epoch 13: head: Default, loss=7.26051923, RMSE_E_per_atom= 1502.55 meV, RMSE_F=  263.39 meV / A
2025-10-06 17:55:27.007 INFO: Epoch 14: head: Default, loss=7.16999549, RMSE_E_per_atom= 1477.73 meV, RMSE_F=  261.82 meV / A
2025-10-06 17:55:29.597 INFO: Epoch 15: head: Default, loss=7.11618674, RMSE_E_per_atom= 1458.69 meV, RMSE_F=  260.87 meV / A
2025-10-06 17:55:32.206 INFO: Epoch 16: head: Default, loss=7.00076690, RMSE_E_per_atom= 1435.10 meV, RMSE_F=  258.75 meV / A
2025-10-06 17:55:34.789 INFO: Epoch 17: head: Default, loss=6.91130264, RMSE_E_per_atom= 1422.53 meV, RMSE_F=  257.07 meV / A
2025-10-06 17:55:37.393 INFO: Epoch 18: head: Default, loss=6.80235087, RMSE_E_per_atom= 1403.14 meV, RMSE_F=  255.03 meV / A
2025-10-06 17:55:40.029 INFO: Epoch 19: head: Default, loss=6.72202325, RMSE_E_per_atom= 1386.86 meV, RMSE_F=  253.57 meV / A
2025-10-06 17:55:42.640 INFO: Epoch 20: head: Default, loss=6.69336977, RMSE_E_per_atom= 1380.94 meV, RMSE_F=  253.06 meV / A
2025-10-06 17:55:45.119 INFO: Epoch 21: head: Default, loss=7.01063879, RMSE_E_per_atom= 1393.72 meV, RMSE_F=  259.01 meV / A
2025-10-06 17:55:47.651 INFO: Epoch 22: head: Default, loss=6.81283001, RMSE_E_per_atom= 1386.34 meV, RMSE_F=  255.33 meV / A
2025-10-06 17:55:50.226 INFO: Epoch 23: head: Default, loss=6.62926819, RMSE_E_per_atom= 1370.63 meV, RMSE_F=  251.80 meV / A
2025-10-06 17:55:52.889 INFO: Epoch 24: head: Default, loss=6.53705562, RMSE_E_per_atom= 1355.10 meV, RMSE_F=  250.06 meV / A
2025-10-06 17:55:55.490 INFO: Epoch 25: head: Default, loss=6.44025669, RMSE_E_per_atom= 1331.10 meV, RMSE_F=  248.22 meV / A
2025-10-06 17:55:58.092 INFO: Epoch 26: head: Default, loss=6.38509320, RMSE_E_per_atom= 1308.40 meV, RMSE_F=  247.22 meV / A
2025-10-06 17:56:00.650 INFO: Epoch 27: head: Default, loss=6.33559485, RMSE_E_per_atom= 1290.41 meV, RMSE_F=  246.25 meV / A
2025-10-06 17:56:03.314 INFO: Epoch 28: head: Default, loss=6.30757359, RMSE_E_per_atom= 1280.65 meV, RMSE_F=  245.74 meV / A
2025-10-06 17:56:05.919 INFO: Epoch 29: head: Default, loss=6.24632836, RMSE_E_per_atom= 1265.25 meV, RMSE_F=  244.57 meV / A
2025-10-06 17:56:08.487 INFO: Epoch 30: head: Default, loss=6.23969019, RMSE_E_per_atom= 1250.24 meV, RMSE_F=  244.58 meV / A
2025-10-06 17:56:10.936 INFO: Epoch 31: head: Default, loss=6.32385655, RMSE_E_per_atom= 1236.38 meV, RMSE_F=  246.38 meV / A
2025-10-06 17:56:13.433 INFO: Epoch 32: head: Default, loss=6.24629708, RMSE_E_per_atom= 1224.32 meV, RMSE_F=  244.84 meV / A
2025-10-06 17:56:15.997 INFO: Epoch 33: head: Default, loss=6.18692202, RMSE_E_per_atom= 1217.74 meV, RMSE_F=  243.68 meV / A
