2025-10-06 14:57:30.234 INFO: ===========VERIFYING SETTINGS===========
2025-10-06 14:57:30.236 INFO: MACE version: 0.3.14
2025-10-06 14:57:30.315 INFO: CUDA version: 12.6, CUDA device: 0
2025-10-06 14:57:30.319 INFO: Using foundation model mace-mp-0 small as initial checkpoint.
2025-10-06 14:57:32.671 INFO: CUDA version: 12.6, CUDA device: 0
2025-10-06 14:57:32.681 INFO: ===========LOADING INPUT DATA===========
2025-10-06 14:57:32.681 INFO: Using heads: ['Default']
2025-10-06 14:57:32.682 INFO: Using the key specifications to parse data:
2025-10-06 14:57:32.683 INFO: Default: KeySpecification(info_keys={'energy': 'REF_energy', 'stress': 'REF_stress', 'virials': 'REF_virials', 'dipole': 'dipole', 'head': 'head', 'elec_temp': 'elec_temp', 'total_charge': 'total_charge', 'polarizability': 'polarizability', 'total_spin': 'total_spin'}, arrays_keys={'forces': 'REF_forces', 'charges': 'REF_charges'})
2025-10-06 14:57:32.684 INFO: =============    Processing head Default     ===========
2025-10-06 14:57:35.375 INFO: Training set 1/1 [energy: 361, stress: 361, virials: 0, dipole components: 0, head: 361, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 361, charges: 0]
2025-10-06 14:57:35.379 INFO: Total Training set [energy: 361, stress: 361, virials: 0, dipole components: 0, head: 361, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 361, charges: 0]
2025-10-06 14:57:37.391 INFO: Validation set 1/1 [energy: 90, stress: 90, virials: 0, dipole components: 0, head: 90, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 90, charges: 0]
2025-10-06 14:57:37.393 INFO: Total Validation set [energy: 90, stress: 90, virials: 0, dipole components: 0, head: 90, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 90, charges: 0]
2025-10-06 14:57:40.265 INFO: Test set 1/1 [energy: 816, stress: 816, virials: 0, dipole components: 0, head: 816, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 816, charges: 0]
2025-10-06 14:57:40.271 INFO: Total Test set [energy: 816, stress: 816, virials: 0, dipole components: 0, head: 816, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 816, charges: 0]
2025-10-06 14:57:40.272 INFO: Total number of configurations: train=361, valid=90, tests=[Default_Default: 816],
2025-10-06 14:57:40.280 INFO: Atomic Numbers used: [8, 72]
2025-10-06 14:57:40.281 INFO: Isolated Atomic Energies (E0s) not in training file, using command line argument
2025-10-06 14:57:40.282 INFO: Atomic Energies used (z: eV) for head Default: {8: -443.8224565134432, 72: -1529.4984727695407}
2025-10-06 14:57:40.282 INFO: Processing datasets for head 'Default'
2025-10-06 14:57:42.381 INFO: Combining 1 list datasets for head 'Default'
2025-10-06 14:57:42.916 INFO: Combining 1 list datasets for head 'Default_valid'
2025-10-06 14:57:42.918 INFO: Combined validation datasets for Default
2025-10-06 14:57:42.919 INFO: Head 'Default' training dataset size: 361
2025-10-06 14:57:42.920 INFO: Computing average number of neighbors
2025-10-06 14:57:43.100 INFO: Average number of neighbors: 52.15321958594304
2025-10-06 14:57:43.102 INFO: During training the following quantities will be reported: energy, forces
2025-10-06 14:57:43.102 INFO: ===========MODEL DETAILS===========
2025-10-06 14:57:43.278 INFO: Loading FOUNDATION model
2025-10-06 14:57:43.280 INFO: Using filtered elements: [8, 72]
2025-10-06 14:57:43.281 INFO: Model configuration extracted from foundation model
2025-10-06 14:57:43.282 INFO: Using weighted loss function for fine-tuning
2025-10-06 14:57:43.283 INFO: Message passing with hidden irreps 128x0e)
2025-10-06 14:57:43.283 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2025-10-06 14:57:43.284 INFO: Radial cutoff: 6.0 A (total receptive field for each atom: 12.0 A)
2025-10-06 14:57:43.285 INFO: Distance transform for radial basis functions: None
2025-10-06 14:57:44.535 INFO: Total number of parameters: 362138
2025-10-06 14:57:44.536 INFO: 
2025-10-06 14:57:44.537 INFO: ===========OPTIMIZER INFORMATION===========
2025-10-06 14:57:44.538 INFO: Using ADAM as parameter optimizer
2025-10-06 14:57:44.539 INFO: Batch size: 14
2025-10-06 14:57:44.539 INFO: Using Exponential Moving Average with decay: 0.99
2025-10-06 14:57:44.540 INFO: Number of gradient updates: 12892
2025-10-06 14:57:44.541 INFO: Learning rate: 0.01, weight decay: 5e-07
2025-10-06 14:57:44.542 INFO: WeightedEnergyForcesLoss(energy_weight=100.000, forces_weight=1.000)
2025-10-06 14:57:44.542 INFO: Converting model to CUEQ for accelerated training
2025-10-06 14:57:44.624 INFO: Creating new model with cuequivariance settings
2025-10-06 14:57:48.235 INFO: Stage Two (after 375 epochs) with loss function: WeightedEnergyForcesLoss(energy_weight=1000.000, forces_weight=100.000), with energy weight : 1000.0, forces weight : 100.0 and learning rate : 0.001
2025-10-06 14:57:48.295 INFO: Using Weights and Biases for logging
2025-10-06 14:57:50.314 INFO: Using gradient clipping with tolerance=10.000
2025-10-06 14:57:50.315 INFO: 
2025-10-06 14:57:50.316 INFO: ===========TRAINING===========
2025-10-06 14:57:50.318 INFO: Started training, reporting errors on validation set
2025-10-06 14:57:50.319 INFO: Loss metrics on validation set
2025-10-06 14:58:12.939 INFO: Initial: head: Default, loss=590.48492490, RMSE_E_per_atom= 7683.88 meV, RMSE_F=  802.74 meV / A
2025-10-06 14:58:52.417 INFO: Epoch 0: head: Default, loss=1.69882000, RMSE_E_per_atom=  381.01 meV, RMSE_F= 1558.75 meV / A
2025-10-06 14:59:09.717 INFO: Epoch 1: head: Default, loss=1.90965063, RMSE_E_per_atom=  413.25 meV, RMSE_F= 1409.73 meV / A
2025-10-06 14:59:12.148 INFO: Epoch 2: head: Default, loss=0.32506862, RMSE_E_per_atom=  155.89 meV, RMSE_F=  893.77 meV / A
2025-10-06 14:59:14.657 INFO: Epoch 3: head: Default, loss=0.14959353, RMSE_E_per_atom=   95.44 meV, RMSE_F=  758.80 meV / A
2025-10-06 14:59:17.147 INFO: Epoch 4: head: Default, loss=0.10406300, RMSE_E_per_atom=   73.71 meV, RMSE_F=  697.79 meV / A
2025-10-06 14:59:19.656 INFO: Epoch 5: head: Default, loss=0.10824728, RMSE_E_per_atom=   79.16 meV, RMSE_F=  670.81 meV / A
2025-10-06 14:59:22.098 INFO: Epoch 6: head: Default, loss=0.07740028, RMSE_E_per_atom=   59.73 meV, RMSE_F=  639.89 meV / A
2025-10-06 14:59:24.638 INFO: Epoch 7: head: Default, loss=0.07305653, RMSE_E_per_atom=   59.25 meV, RMSE_F=  611.30 meV / A
2025-10-06 14:59:27.138 INFO: Epoch 8: head: Default, loss=0.07552918, RMSE_E_per_atom=   63.11 meV, RMSE_F=  592.75 meV / A
2025-10-06 14:59:29.621 INFO: Epoch 9: head: Default, loss=0.06647658, RMSE_E_per_atom=   55.32 meV, RMSE_F=  595.62 meV / A
2025-10-06 14:59:32.164 INFO: Epoch 10: head: Default, loss=0.05960828, RMSE_E_per_atom=   50.71 meV, RMSE_F=  578.33 meV / A
2025-10-06 14:59:34.565 INFO: Epoch 11: head: Default, loss=0.06930338, RMSE_E_per_atom=   59.93 meV, RMSE_F=  573.44 meV / A
2025-10-06 14:59:36.985 INFO: Epoch 12: head: Default, loss=0.05132339, RMSE_E_per_atom=   43.92 meV, RMSE_F=  561.65 meV / A
2025-10-06 14:59:39.457 INFO: Epoch 13: head: Default, loss=0.04715315, RMSE_E_per_atom=   41.85 meV, RMSE_F=  540.85 meV / A
2025-10-06 14:59:41.949 INFO: Epoch 14: head: Default, loss=0.04213028, RMSE_E_per_atom=   37.54 meV, RMSE_F=  525.72 meV / A
2025-10-06 14:59:44.474 INFO: Epoch 15: head: Default, loss=0.03817115, RMSE_E_per_atom=   34.50 meV, RMSE_F=  508.77 meV / A
2025-10-06 14:59:46.950 INFO: Epoch 16: head: Default, loss=0.03459646, RMSE_E_per_atom=   31.03 meV, RMSE_F=  496.13 meV / A
2025-10-06 14:59:49.447 INFO: Epoch 17: head: Default, loss=0.03385724, RMSE_E_per_atom=   30.87 meV, RMSE_F=  489.69 meV / A
2025-10-06 14:59:51.912 INFO: Epoch 18: head: Default, loss=0.03131898, RMSE_E_per_atom=   28.30 meV, RMSE_F=  479.25 meV / A
2025-10-06 14:59:54.445 INFO: Epoch 19: head: Default, loss=0.02956533, RMSE_E_per_atom=   27.60 meV, RMSE_F=  465.21 meV / A
2025-10-06 14:59:56.964 INFO: Epoch 20: head: Default, loss=0.02747879, RMSE_E_per_atom=   25.46 meV, RMSE_F=  455.16 meV / A
2025-10-06 14:59:59.355 INFO: Epoch 21: head: Default, loss=0.02798998, RMSE_E_per_atom=   27.50 meV, RMSE_F=  449.10 meV / A
2025-10-06 15:00:01.812 INFO: Epoch 22: head: Default, loss=0.02506438, RMSE_E_per_atom=   23.88 meV, RMSE_F=  436.97 meV / A
2025-10-06 15:00:04.330 INFO: Epoch 23: head: Default, loss=0.02271979, RMSE_E_per_atom=   20.98 meV, RMSE_F=  424.90 meV / A
2025-10-06 15:00:06.844 INFO: Epoch 24: head: Default, loss=0.02140210, RMSE_E_per_atom=   19.89 meV, RMSE_F=  414.61 meV / A
2025-10-06 15:00:09.357 INFO: Epoch 25: head: Default, loss=0.02271049, RMSE_E_per_atom=   24.22 meV, RMSE_F=  407.38 meV / A
2025-10-06 15:00:11.818 INFO: Epoch 26: head: Default, loss=0.02416652, RMSE_E_per_atom=   26.82 meV, RMSE_F=  408.96 meV / A
2025-10-06 15:00:14.235 INFO: Epoch 27: head: Default, loss=0.02346114, RMSE_E_per_atom=   24.55 meV, RMSE_F=  414.76 meV / A
2025-10-06 15:00:16.654 INFO: Epoch 28: head: Default, loss=0.02422528, RMSE_E_per_atom=   25.46 meV, RMSE_F=  418.76 meV / A
2025-10-06 15:00:19.086 INFO: Epoch 29: head: Default, loss=0.02304317, RMSE_E_per_atom=   23.64 meV, RMSE_F=  415.16 meV / A
2025-10-06 15:00:21.546 INFO: Epoch 30: head: Default, loss=0.02352828, RMSE_E_per_atom=   25.18 meV, RMSE_F=  411.86 meV / A
2025-10-06 15:00:23.904 INFO: Epoch 31: head: Default, loss=0.02685267, RMSE_E_per_atom=   30.38 meV, RMSE_F=  417.59 meV / A
2025-10-06 15:00:26.350 INFO: Epoch 32: head: Default, loss=0.02778927, RMSE_E_per_atom=   32.14 meV, RMSE_F=  415.58 meV / A
2025-10-06 15:00:28.836 INFO: Epoch 33: head: Default, loss=0.02469618, RMSE_E_per_atom=   27.74 meV, RMSE_F=  409.91 meV / A
2025-10-06 15:00:31.263 INFO: Epoch 34: head: Default, loss=0.02222919, RMSE_E_per_atom=   23.83 meV, RMSE_F=  404.23 meV / A
