2025-10-06 16:14:41.295 INFO: ===========VERIFYING SETTINGS===========
2025-10-06 16:14:41.297 INFO: MACE version: 0.3.14
2025-10-06 16:14:41.299 INFO: CUDA version: 12.6, CUDA device: 0
2025-10-06 16:14:41.304 INFO: Using foundation model mace-mp-0 small as initial checkpoint.
2025-10-06 16:14:41.436 INFO: CUDA version: 12.6, CUDA device: 0
2025-10-06 16:14:41.442 INFO: ===========LOADING INPUT DATA===========
2025-10-06 16:14:41.442 INFO: Using heads: ['Default']
2025-10-06 16:14:41.444 INFO: Using the key specifications to parse data:
2025-10-06 16:14:41.445 INFO: Default: KeySpecification(info_keys={'energy': 'REF_energy', 'stress': 'REF_stress', 'virials': 'REF_virials', 'dipole': 'dipole', 'head': 'head', 'elec_temp': 'elec_temp', 'total_charge': 'total_charge', 'polarizability': 'polarizability', 'total_spin': 'total_spin'}, arrays_keys={'forces': 'REF_forces', 'charges': 'REF_charges'})
2025-10-06 16:14:41.446 INFO: =============    Processing head Default     ===========
2025-10-06 16:14:41.727 INFO: Training set 1/1 [energy: 361, stress: 361, virials: 0, dipole components: 0, head: 361, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 361, charges: 0]
2025-10-06 16:14:41.731 INFO: Total Training set [energy: 361, stress: 361, virials: 0, dipole components: 0, head: 361, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 361, charges: 0]
2025-10-06 16:14:41.830 INFO: Validation set 1/1 [energy: 90, stress: 90, virials: 0, dipole components: 0, head: 90, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 90, charges: 0]
2025-10-06 16:14:41.832 INFO: Total Validation set [energy: 90, stress: 90, virials: 0, dipole components: 0, head: 90, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 90, charges: 0]
2025-10-06 16:14:42.448 INFO: Test set 1/1 [energy: 816, stress: 816, virials: 0, dipole components: 0, head: 816, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 816, charges: 0]
2025-10-06 16:14:42.455 INFO: Total Test set [energy: 816, stress: 816, virials: 0, dipole components: 0, head: 816, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 816, charges: 0]
2025-10-06 16:14:42.456 INFO: Total number of configurations: train=361, valid=90, tests=[Default_Default: 816],
2025-10-06 16:14:42.464 INFO: Atomic Numbers used: [8, 72]
2025-10-06 16:14:42.465 INFO: Isolated Atomic Energies (E0s) not in training file, using command line argument
2025-10-06 16:14:42.466 INFO: Atomic Energies used (z: eV) for head Default: {8: -443.8224565134432, 72: -1529.4984727695407}
2025-10-06 16:14:42.467 INFO: Processing datasets for head 'Default'
2025-10-06 16:14:44.539 INFO: Combining 1 list datasets for head 'Default'
2025-10-06 16:14:45.085 INFO: Combining 1 list datasets for head 'Default_valid'
2025-10-06 16:14:45.087 INFO: Combined validation datasets for Default
2025-10-06 16:14:45.088 INFO: Head 'Default' training dataset size: 361
2025-10-06 16:14:45.090 INFO: Computing average number of neighbors
2025-10-06 16:14:45.291 INFO: Average number of neighbors: 52.15321958594304
2025-10-06 16:14:45.293 INFO: During training the following quantities will be reported: energy, forces
2025-10-06 16:14:45.294 INFO: ===========MODEL DETAILS===========
2025-10-06 16:14:45.451 INFO: Loading FOUNDATION model
2025-10-06 16:14:45.454 INFO: Using filtered elements: [8, 72]
2025-10-06 16:14:45.455 INFO: Model configuration extracted from foundation model
2025-10-06 16:14:45.456 INFO: Using weighted loss function for fine-tuning
2025-10-06 16:14:45.457 INFO: Message passing with hidden irreps 128x0e)
2025-10-06 16:14:45.458 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2025-10-06 16:14:45.460 INFO: Radial cutoff: 6.0 A (total receptive field for each atom: 12.0 A)
2025-10-06 16:14:45.461 INFO: Distance transform for radial basis functions: None
2025-10-06 16:14:46.619 INFO: Total number of parameters: 362138
2025-10-06 16:14:46.620 INFO: 
2025-10-06 16:14:46.621 INFO: ===========OPTIMIZER INFORMATION===========
2025-10-06 16:14:46.623 INFO: Using ADAM as parameter optimizer
2025-10-06 16:14:46.624 INFO: Batch size: 14
2025-10-06 16:14:46.625 INFO: Using Exponential Moving Average with decay: 0.99
2025-10-06 16:14:46.626 INFO: Number of gradient updates: 12892
2025-10-06 16:14:46.627 INFO: Learning rate: 0.01, weight decay: 5e-07
2025-10-06 16:14:46.628 INFO: WeightedEnergyForcesLoss(energy_weight=1.000, forces_weight=100.000)
2025-10-06 16:14:46.629 INFO: Converting model to CUEQ for accelerated training
2025-10-06 16:14:46.714 INFO: Creating new model with cuequivariance settings
2025-10-06 16:14:47.087 INFO: Stage Two (after 375 epochs) with loss function: WeightedEnergyForcesLoss(energy_weight=1000.000, forces_weight=100.000), with energy weight : 1000.0, forces weight : 100.0 and learning rate : 0.001
2025-10-06 16:14:47.149 INFO: Using Weights and Biases for logging
2025-10-06 16:14:50.528 INFO: Using gradient clipping with tolerance=10.000
2025-10-06 16:14:50.530 INFO: 
2025-10-06 16:14:50.531 INFO: ===========TRAINING===========
2025-10-06 16:14:50.533 INFO: Started training, reporting errors on validation set
2025-10-06 16:14:50.534 INFO: Loss metrics on validation set
2025-10-06 16:14:50.927 INFO: Initial: head: Default, loss=12.37370970, RMSE_E_per_atom= 7683.88 meV, RMSE_F=  802.74 meV / A
2025-10-06 16:14:53.472 INFO: Epoch 0: head: Default, loss=2.13908038, RMSE_E_per_atom= 2157.50 meV, RMSE_F=  408.13 meV / A
2025-10-06 16:14:55.956 INFO: Epoch 1: head: Default, loss=2.25042076, RMSE_E_per_atom= 1806.75 meV, RMSE_F=  437.68 meV / A
2025-10-06 16:14:58.477 INFO: Epoch 2: head: Default, loss=1.39435775, RMSE_E_per_atom= 1204.08 meV, RMSE_F=  352.28 meV / A
2025-10-06 16:15:01.039 INFO: Epoch 3: head: Default, loss=1.12405216, RMSE_E_per_atom=  847.41 meV, RMSE_F=  322.87 meV / A
2025-10-06 16:15:03.585 INFO: Epoch 4: head: Default, loss=0.99542666, RMSE_E_per_atom=  699.40 meV, RMSE_F=  305.94 meV / A
2025-10-06 16:15:06.178 INFO: Epoch 5: head: Default, loss=0.92473264, RMSE_E_per_atom=  516.45 meV, RMSE_F=  298.03 meV / A
2025-10-06 16:15:08.738 INFO: Epoch 6: head: Default, loss=0.88859177, RMSE_E_per_atom=  425.62 meV, RMSE_F=  293.46 meV / A
2025-10-06 16:15:11.320 INFO: Epoch 7: head: Default, loss=0.84151694, RMSE_E_per_atom=  380.00 meV, RMSE_F=  285.76 meV / A
2025-10-06 16:15:13.922 INFO: Epoch 8: head: Default, loss=0.78798386, RMSE_E_per_atom=  318.00 meV, RMSE_F=  277.11 meV / A
2025-10-06 16:15:16.465 INFO: Epoch 9: head: Default, loss=0.76596616, RMSE_E_per_atom=  273.94 meV, RMSE_F=  273.51 meV / A
2025-10-06 16:15:19.012 INFO: Epoch 10: head: Default, loss=0.75457546, RMSE_E_per_atom=  263.55 meV, RMSE_F=  271.37 meV / A
2025-10-06 16:15:21.432 INFO: Epoch 11: head: Default, loss=0.86098746, RMSE_E_per_atom=  260.19 meV, RMSE_F=  289.99 meV / A
2025-10-06 16:15:23.987 INFO: Epoch 12: head: Default, loss=0.76563477, RMSE_E_per_atom=  266.47 meV, RMSE_F=  273.49 meV / A
2025-10-06 16:15:26.534 INFO: Epoch 13: head: Default, loss=0.73676214, RMSE_E_per_atom=  262.36 meV, RMSE_F=  268.11 meV / A
2025-10-06 16:15:29.126 INFO: Epoch 14: head: Default, loss=0.71421388, RMSE_E_per_atom=  225.39 meV, RMSE_F=  264.32 meV / A
2025-10-06 16:15:31.628 INFO: Epoch 15: head: Default, loss=0.69691800, RMSE_E_per_atom=  185.50 meV, RMSE_F=  261.39 meV / A
2025-10-06 16:15:34.166 INFO: Epoch 16: head: Default, loss=0.68201006, RMSE_E_per_atom=  172.55 meV, RMSE_F=  258.63 meV / A
2025-10-06 16:15:36.777 INFO: Epoch 17: head: Default, loss=0.67621065, RMSE_E_per_atom=  176.86 meV, RMSE_F=  257.50 meV / A
2025-10-06 16:15:39.342 INFO: Epoch 18: head: Default, loss=0.68031555, RMSE_E_per_atom=  190.37 meV, RMSE_F=  258.18 meV / A
2025-10-06 16:15:41.852 INFO: Epoch 19: head: Default, loss=0.67421847, RMSE_E_per_atom=  189.40 meV, RMSE_F=  256.98 meV / A
2025-10-06 16:15:44.364 INFO: Epoch 20: head: Default, loss=0.66968362, RMSE_E_per_atom=  183.60 meV, RMSE_F=  256.14 meV / A
2025-10-06 16:15:46.789 INFO: Epoch 21: head: Default, loss=0.70869116, RMSE_E_per_atom=  179.87 meV, RMSE_F=  263.32 meV / A
2025-10-06 16:15:49.323 INFO: Epoch 22: head: Default, loss=0.67566229, RMSE_E_per_atom=  171.85 meV, RMSE_F=  257.29 meV / A
2025-10-06 16:15:51.819 INFO: Epoch 23: head: Default, loss=0.65913215, RMSE_E_per_atom=  160.77 meV, RMSE_F=  254.21 meV / A
2025-10-06 16:15:54.377 INFO: Epoch 24: head: Default, loss=0.65353811, RMSE_E_per_atom=  158.77 meV, RMSE_F=  253.12 meV / A
2025-10-06 16:15:56.928 INFO: Epoch 25: head: Default, loss=0.64720882, RMSE_E_per_atom=  154.06 meV, RMSE_F=  251.87 meV / A
2025-10-06 16:15:59.490 INFO: Epoch 26: head: Default, loss=0.63775636, RMSE_E_per_atom=  142.77 meV, RMSE_F=  250.06 meV / A
2025-10-06 16:16:02.070 INFO: Epoch 27: head: Default, loss=0.63077131, RMSE_E_per_atom=  136.71 meV, RMSE_F=  248.71 meV / A
2025-10-06 16:16:04.632 INFO: Epoch 28: head: Default, loss=0.62615999, RMSE_E_per_atom=  134.53 meV, RMSE_F=  247.77 meV / A
2025-10-06 16:16:07.209 INFO: Epoch 29: head: Default, loss=0.62478284, RMSE_E_per_atom=  133.20 meV, RMSE_F=  247.53 meV / A
2025-10-06 16:16:09.762 INFO: Epoch 30: head: Default, loss=0.61899748, RMSE_E_per_atom=  123.95 meV, RMSE_F=  246.39 meV / A
2025-10-06 16:16:12.239 INFO: Epoch 31: head: Default, loss=0.62497513, RMSE_E_per_atom=  140.35 meV, RMSE_F=  247.53 meV / A
2025-10-06 16:16:14.765 INFO: Epoch 32: head: Default, loss=0.61855697, RMSE_E_per_atom=  139.32 meV, RMSE_F=  246.22 meV / A
2025-10-06 16:16:17.330 INFO: Epoch 33: head: Default, loss=0.61542853, RMSE_E_per_atom=  136.49 meV, RMSE_F=  245.63 meV / A
2025-10-06 16:16:19.913 INFO: Epoch 34: head: Default, loss=0.61416303, RMSE_E_per_atom=  136.79 meV, RMSE_F=  245.37 meV / A
